RID,Signaltype
router-84875df7fc-scxcj-7-57382923-0,14.0
router-84875df7fc-scxcj-7-69486026-0,21.0
router-84875df7fc-cmkz9-7-55868903-0,16.0
router-84875df7fc-b5nxc-7-22213401-0,21.0
router-84875df7fc-scxcj-7-73686433-0,12.0
router-84875df7fc-scxcj-7-55427016-0,6.0
router-84875df7fc-52vz8-4-30587381-0,26.0
router-84875df7fc-52vz8-2-7801999-0,16.0
router-84875df7fc-52vz8-6-52430195-0,26.0
router-84875df7fc-b5nxc-7-23950883-0,10.0
router-84875df7fc-b5nxc-6-12974176-0,32.0
router-84875df7fc-b5nxc-4-73551448-0,4.0
router-84875df7fc-8n4sw-0-5424500-0,44.0
router-84875df7fc-scxcj-7-56251665-0,29.0
router-84875df7fc-scxcj-7-57470397-0,12.0
router-84875df7fc-b5nxc-4-67188635-0,45.0
router-84875df7fc-8n4sw-6-23758472-0,10.0
router-84875df7fc-52vz8-4-30160611-0,11.0
router-84875df7fc-8n4sw-7-74149924-0,26.0
router-84875df7fc-b5nxc-2-7732144-0,13.0
router-84875df7fc-cmkz9-7-70180402-0,38.0
router-84875df7fc-52vz8-6-49912498-0,10.0
router-84875df7fc-cmkz9-2-9731125-0,17.0
router-84875df7fc-scxcj-4-9628439-0,24.0
router-84875df7fc-b5nxc-6-16139749-0,12.0
router-84875df7fc-scxcj-7-74448680-0,38.0
router-84875df7fc-52vz8-3-13545239-0,10.0
router-84875df7fc-b5nxc-4-74623945-0,24.0
router-84875df7fc-scxcj-7-57383275-0,1.0
router-84875df7fc-52vz8-6-61128209-0,1.0
router-84875df7fc-scxcj-7-67653555-0,18.0
router-84875df7fc-cmkz9-7-67121190-0,27.0
router-84875df7fc-8n4sw-7-62021192-0,61.0
router-84875df7fc-8n4sw-7-52576208-0,38.0
router-84875df7fc-b5nxc-4-56212244-0,22.0
router-84875df7fc-52vz8-3-16453150-0,27.0
router-84875df7fc-52vz8-4-30570039-0,16.0
router-84875df7fc-cmkz9-1-9851209-0,19.0
router-84875df7fc-b5nxc-4-55274584-0,26.0
router-84875df7fc-52vz8-0-5589505-0,23.0
router-84875df7fc-52vz8-5-10007885-0,13.0
router-84875df7fc-52vz8-3-14322694-0,27.0
router-84875df7fc-scxcj-4-9451126-0,5.0
router-84875df7fc-b5nxc-6-12734219-0,17.0
router-84875df7fc-b5nxc-4-55766339-0,2.0
router-84875df7fc-b5nxc-1-9022452-0,19.0
router-84875df7fc-cmkz9-5-8931431-0,26.0
router-84875df7fc-b5nxc-2-8966508-0,0.0
router-84875df7fc-8n4sw-3-6699302-0,19.0
router-84875df7fc-52vz8-1-9204824-0,27.0
router-84875df7fc-scxcj-4-7603253-0,26.0
router-84875df7fc-8n4sw-7-61738200-0,15.0
router-84875df7fc-cmkz9-7-54406303-0,22.0
router-84875df7fc-b5nxc-7-29405523-0,53.0
router-84875df7fc-8n4sw-2-7648290-0,6.0
router-84875df7fc-scxcj-7-49679564-0,33.0
router-84875df7fc-scxcj-7-65621694-0,17.0
router-84875df7fc-scxcj-3-31039989-0,19.0
router-84875df7fc-scxcj-7-55958288-0,5.0
router-84875df7fc-b5nxc-4-67826767-0,18.0
router-84875df7fc-cmkz9-4-28982605-0,8.0
router-84875df7fc-b5nxc-4-52436945-0,1.0
router-84875df7fc-8n4sw-6-29525159-0,11.0
router-84875df7fc-8n4sw-4-11717503-0,1.0
router-84875df7fc-cmkz9-5-11763238-0,1.0
router-84875df7fc-scxcj-7-48515039-0,54.0
router-84875df7fc-b5nxc-7-30561619-0,30.0
router-84875df7fc-scxcj-2-9371708-0,5.0
router-84875df7fc-cmkz9-3-7467363-0,15.0
router-84875df7fc-8n4sw-7-58260689-0,3.0
router-84875df7fc-scxcj-1-6786635-0,37.0
router-84875df7fc-scxcj-7-69244730-0,7.0
router-84875df7fc-scxcj-6-11505297-0,23.0
router-84875df7fc-cmkz9-5-7995732-0,7.0
router-84875df7fc-b5nxc-6-13002420-0,4.0
router-84875df7fc-cmkz9-7-66389146-0,17.0
router-84875df7fc-scxcj-3-28632743-0,6.0
router-84875df7fc-b5nxc-4-50714551-0,14.0
router-84875df7fc-cmkz9-7-52623170-0,37.0
router-84875df7fc-52vz8-5-10802177-0,41.0
router-84875df7fc-52vz8-3-11809920-0,37.0
router-84875df7fc-b5nxc-2-9260463-0,65.0
router-84875df7fc-cmkz9-6-11705519-0,12.0
router-84875df7fc-cmkz9-6-17608081-0,10.0
router-84875df7fc-52vz8-6-63939505-0,35.0
router-84875df7fc-b5nxc-4-69913784-0,6.0
router-84875df7fc-scxcj-7-71597026-0,3.0
router-84875df7fc-cmkz9-3-9047355-0,22.0
router-84875df7fc-b5nxc-6-11400420-0,10.0
router-84875df7fc-8n4sw-6-29682285-0,25.0
router-84875df7fc-52vz8-6-49901167-0,14.0
router-84875df7fc-b5nxc-3-9284014-0,0.0
router-84875df7fc-8n4sw-7-76657366-0,22.0
router-84875df7fc-cmkz9-1-6951904-0,16.0
router-84875df7fc-cmkz9-3-7057425-0,0.0
router-84875df7fc-cmkz9-4-26054752-0,19.0
router-84875df7fc-52vz8-5-8072893-0,19.0
router-84875df7fc-scxcj-2-9501844-0,52.0
router-84875df7fc-52vz8-6-54955289-0,26.0
router-84875df7fc-cmkz9-7-52056533-0,39.0
router-84875df7fc-8n4sw-7-73427079-0,21.0
router-84875df7fc-cmkz9-5-12092449-0,2.0
router-84875df7fc-scxcj-0-7747744-0,37.0
router-84875df7fc-cmkz9-5-7958254-0,14.0
router-84875df7fc-cmkz9-5-10696386-0,27.0
router-84875df7fc-8n4sw-2-9148040-0,27.0
router-84875df7fc-scxcj-2-6989396-0,19.0
router-84875df7fc-scxcj-0-8951124-0,12.0
router-84875df7fc-8n4sw-7-61244949-0,17.0
router-84875df7fc-8n4sw-1-7053583-0,18.0
router-84875df7fc-scxcj-7-67238455-0,18.0
router-84875df7fc-8n4sw-3-9101342-0,44.0
router-84875df7fc-scxcj-4-7656509-0,36.0
router-84875df7fc-cmkz9-4-25890245-0,36.0
router-84875df7fc-8n4sw-7-62155845-0,11.0
router-84875df7fc-scxcj-6-13319056-0,36.0
router-84875df7fc-52vz8-6-48012528-0,15.0
router-84875df7fc-8n4sw-7-55075651-0,13.0
router-84875df7fc-scxcj-5-9283234-0,42.0
router-84875df7fc-cmkz9-2-9756212-0,13.0
router-84875df7fc-8n4sw-7-70522747-0,38.0
router-84875df7fc-8n4sw-7-54077093-0,17.0
router-84875df7fc-b5nxc-2-7057981-0,15.0
router-84875df7fc-scxcj-2-10325546-0,18.0
router-84875df7fc-8n4sw-6-30794345-0,28.0
router-84875df7fc-cmkz9-0-7807688-0,8.0
router-84875df7fc-52vz8-4-21632120-0,5.0
router-84875df7fc-52vz8-6-53165456-0,25.0
router-84875df7fc-cmkz9-2-7945924-0,16.0
router-84875df7fc-cmkz9-2-7074824-0,28.0
router-84875df7fc-8n4sw-6-30742529-0,0.0
router-84875df7fc-52vz8-4-31317118-0,23.0
router-84875df7fc-cmkz9-4-21715103-0,14.0
router-84875df7fc-8n4sw-6-30692903-0,14.0
router-84875df7fc-52vz8-4-20916719-0,12.0
router-84875df7fc-cmkz9-5-10911462-0,16.0
router-84875df7fc-b5nxc-6-15453988-0,14.0
router-84875df7fc-8n4sw-4-13263832-0,13.0
router-84875df7fc-b5nxc-3-7645466-0,16.0
router-84875df7fc-52vz8-3-15874321-0,73.0
router-84875df7fc-scxcj-1-5867223-0,18.0
router-84875df7fc-cmkz9-4-31331103-0,12.0
router-84875df7fc-scxcj-7-54345786-0,41.0
router-84875df7fc-cmkz9-7-63692385-0,5.0
router-84875df7fc-b5nxc-4-50442762-0,27.0
router-84875df7fc-8n4sw-2-7592761-0,4.0
router-84875df7fc-b5nxc-4-70561877-0,0.0
router-84875df7fc-scxcj-5-8497172-0,16.0
router-84875df7fc-scxcj-4-9198235-0,13.0
router-84875df7fc-cmkz9-0-5925041-0,29.0
router-84875df7fc-52vz8-6-65053575-0,49.0
router-84875df7fc-52vz8-7-12118275-0,50.0
router-84875df7fc-52vz8-6-45621240-0,29.0
router-84875df7fc-scxcj-7-69218845-0,14.0
router-84875df7fc-b5nxc-3-10371402-0,9.0
router-84875df7fc-scxcj-7-48245340-0,48.0
router-84875df7fc-cmkz9-4-22842008-0,12.0
router-84875df7fc-cmkz9-7-67100282-0,42.0
router-84875df7fc-52vz8-3-13991402-0,23.0
router-84875df7fc-scxcj-7-65359135-0,19.0
router-84875df7fc-8n4sw-6-22004561-0,7.0
router-84875df7fc-cmkz9-4-31925727-0,16.0
router-84875df7fc-scxcj-5-10916071-0,2.0
router-84875df7fc-8n4sw-6-23552823-0,16.0
router-84875df7fc-8n4sw-7-74688778-0,19.0
router-84875df7fc-52vz8-6-61825936-0,22.0
router-84875df7fc-cmkz9-5-11174599-0,12.0
router-84875df7fc-cmkz9-7-54688900-0,15.0
router-84875df7fc-scxcj-1-6820591-0,0.0
router-84875df7fc-52vz8-0-6453602-0,14.0
router-84875df7fc-cmkz9-7-49168318-0,48.0
router-84875df7fc-cmkz9-5-10682116-0,7.0
router-84875df7fc-cmkz9-7-62343379-0,6.0
router-84875df7fc-scxcj-2-7692838-0,13.0
router-84875df7fc-8n4sw-5-9245572-0,23.0
router-84875df7fc-scxcj-1-5304672-0,15.0
router-84875df7fc-b5nxc-4-72291494-0,12.0
router-84875df7fc-52vz8-4-20810419-0,1.0
router-84875df7fc-8n4sw-7-77928445-0,31.0
router-84875df7fc-b5nxc-4-52839849-0,17.0
router-84875df7fc-8n4sw-1-6255388-0,29.0
router-84875df7fc-8n4sw-7-54964912-0,20.0
router-84875df7fc-cmkz9-5-11761589-0,24.0
router-84875df7fc-scxcj-3-20670765-0,21.0
router-84875df7fc-scxcj-7-56077036-0,16.0
router-84875df7fc-52vz8-1-10100917-0,10.0
router-84875df7fc-scxcj-3-23241578-0,0.0
router-84875df7fc-scxcj-7-52094271-0,7.0
router-84875df7fc-52vz8-4-22028544-0,43.0
router-84875df7fc-cmkz9-7-55534297-0,25.0
router-84875df7fc-cmkz9-7-55178316-0,28.0
router-84875df7fc-b5nxc-2-7663050-0,31.0
router-84875df7fc-8n4sw-0-5197664-0,16.0
router-84875df7fc-52vz8-2-8124974-0,18.0
router-84875df7fc-cmkz9-7-63084536-0,1.0
router-84875df7fc-scxcj-2-10484518-0,10.0
router-84875df7fc-8n4sw-7-73944944-0,35.0
router-84875df7fc-cmkz9-3-6435423-0,37.0
router-84875df7fc-52vz8-6-62374142-0,23.0
router-84875df7fc-cmkz9-4-22658234-0,12.0
router-84875df7fc-scxcj-7-49636478-0,11.0
router-84875df7fc-8n4sw-7-60064783-0,39.0
router-84875df7fc-scxcj-3-28390859-0,4.0
router-84875df7fc-cmkz9-7-69952169-0,5.0
router-84875df7fc-scxcj-7-70472340-0,35.0
router-84875df7fc-8n4sw-6-28693884-0,1.0
router-84875df7fc-8n4sw-7-69174646-0,14.0
router-84875df7fc-b5nxc-5-8229517-0,23.0
router-84875df7fc-b5nxc-6-16137838-0,25.0
router-84875df7fc-b5nxc-4-56844523-0,12.0
router-84875df7fc-scxcj-3-28647173-0,9.0
router-84875df7fc-8n4sw-3-9365101-0,26.0
router-84875df7fc-cmkz9-7-70481644-0,9.0
router-84875df7fc-scxcj-3-30990668-0,40.0
router-84875df7fc-b5nxc-2-8818822-0,5.0
router-84875df7fc-cmkz9-6-15683750-0,28.0
router-84875df7fc-scxcj-7-56747911-0,6.0
router-84875df7fc-52vz8-6-63472362-0,20.0
router-84875df7fc-scxcj-1-7139243-0,17.0
router-84875df7fc-8n4sw-6-23478221-0,14.0
router-84875df7fc-cmkz9-7-52730102-0,15.0
router-84875df7fc-scxcj-4-7565627-0,5.0
router-84875df7fc-8n4sw-7-70294988-0,39.0
router-84875df7fc-b5nxc-6-13104464-0,11.0
router-84875df7fc-b5nxc-4-74876477-0,23.0
router-84875df7fc-b5nxc-2-7284924-0,25.0
router-84875df7fc-8n4sw-3-9148706-0,31.0
router-84875df7fc-52vz8-6-49444563-0,11.0
router-84875df7fc-cmkz9-7-47004717-0,28.0
router-84875df7fc-scxcj-3-28588528-0,53.0
router-84875df7fc-52vz8-7-9514590-0,0.0
router-84875df7fc-52vz8-7-12372158-0,23.0
router-84875df7fc-52vz8-1-10189933-0,26.0
router-84875df7fc-scxcj-7-54464859-0,29.0
router-84875df7fc-scxcj-7-71893409-0,16.0
router-84875df7fc-scxcj-2-8025331-0,9.0
router-84875df7fc-b5nxc-4-69361446-0,9.0
router-84875df7fc-8n4sw-2-8909396-0,25.0
router-84875df7fc-8n4sw-7-71044120-0,13.0
router-84875df7fc-cmkz9-3-9626851-0,8.0
router-84875df7fc-cmkz9-6-13525507-0,10.0
router-84875df7fc-8n4sw-6-21717817-0,9.0
router-84875df7fc-b5nxc-4-67367428-0,24.0
router-84875df7fc-b5nxc-7-30106414-0,12.0
router-84875df7fc-cmkz9-5-10707255-0,7.0
router-84875df7fc-scxcj-7-67695736-0,19.0
router-84875df7fc-scxcj-7-69828757-0,11.0
router-84875df7fc-cmkz9-7-54417924-0,28.0
router-84875df7fc-b5nxc-4-71323540-0,14.0
router-84875df7fc-52vz8-7-8497580-0,14.0
router-84875df7fc-scxcj-7-52748860-0,58.0
router-84875df7fc-cmkz9-4-24891826-0,34.0
router-84875df7fc-52vz8-5-10136071-0,15.0
router-84875df7fc-cmkz9-3-9608489-0,5.0
router-84875df7fc-52vz8-6-67060854-0,28.0
router-84875df7fc-b5nxc-2-7227182-0,31.0
router-84875df7fc-cmkz9-7-67768030-0,9.0
router-84875df7fc-8n4sw-7-70452389-0,6.0
router-84875df7fc-8n4sw-1-8927566-0,20.0
router-84875df7fc-b5nxc-2-8809412-0,42.0
router-84875df7fc-scxcj-7-48824678-0,25.0
router-84875df7fc-b5nxc-4-52474086-0,12.0
router-84875df7fc-scxcj-2-8256160-0,40.0
router-84875df7fc-52vz8-3-11965967-0,1.0
router-84875df7fc-8n4sw-0-6150551-0,5.0
router-84875df7fc-cmkz9-4-31305613-0,12.0
router-84875df7fc-cmkz9-7-63752716-0,22.0
router-84875df7fc-cmkz9-5-9345821-0,17.0
router-84875df7fc-52vz8-6-61136263-0,16.0
router-84875df7fc-cmkz9-1-9441266-0,1.0
router-84875df7fc-scxcj-7-69959084-0,15.0
router-84875df7fc-scxcj-7-66245417-0,34.0
router-84875df7fc-scxcj-7-66289298-0,26.0
router-84875df7fc-8n4sw-5-8223403-0,0.0
router-84875df7fc-cmkz9-7-50605631-0,29.0
router-84875df7fc-8n4sw-7-74440226-0,19.0
router-84875df7fc-cmkz9-7-54608409-0,10.0
router-84875df7fc-scxcj-0-9290573-0,10.0
router-84875df7fc-8n4sw-2-7338052-0,7.0
router-84875df7fc-b5nxc-1-7467370-0,17.0
router-84875df7fc-cmkz9-4-25720753-0,4.0
router-84875df7fc-b5nxc-1-9642952-0,20.0
router-84875df7fc-b5nxc-4-56447610-0,27.0
router-84875df7fc-52vz8-6-62871474-0,0.0
router-84875df7fc-52vz8-5-8482189-0,18.0
router-84875df7fc-cmkz9-7-64562158-0,24.0
router-84875df7fc-cmkz9-1-9690031-0,4.0
router-84875df7fc-8n4sw-4-11348969-0,20.0
router-84875df7fc-scxcj-7-50377288-0,16.0
router-84875df7fc-scxcj-7-66239005-0,0.0
router-84875df7fc-b5nxc-4-50594674-0,17.0
router-84875df7fc-52vz8-3-12326924-0,30.0
router-84875df7fc-b5nxc-4-73518584-0,47.0
router-84875df7fc-b5nxc-4-56393713-0,13.0
router-84875df7fc-52vz8-4-22437686-0,14.0
router-84875df7fc-b5nxc-7-24218364-0,13.0
router-84875df7fc-scxcj-7-73636658-0,13.0
router-84875df7fc-8n4sw-4-11916586-0,7.0
router-84875df7fc-scxcj-5-9524458-0,1.0
router-84875df7fc-cmkz9-5-9000695-0,23.0
router-84875df7fc-52vz8-5-7811010-0,26.0
router-84875df7fc-8n4sw-7-58840210-0,16.0
router-84875df7fc-52vz8-3-17008648-0,1.0
router-84875df7fc-scxcj-7-74141899-0,12.0
router-84875df7fc-cmkz9-7-65917652-0,22.0
router-84875df7fc-b5nxc-4-73984850-0,25.0
router-84875df7fc-b5nxc-2-7678960-0,47.0
router-84875df7fc-b5nxc-7-20244450-0,22.0
router-84875df7fc-cmkz9-0-7879576-0,22.0
router-84875df7fc-8n4sw-7-62583436-0,7.0
router-84875df7fc-52vz8-6-68616881-0,19.0
router-84875df7fc-cmkz9-7-62243541-1,3.0
router-84875df7fc-scxcj-7-48267358-0,6.0
router-84875df7fc-scxcj-6-12331908-0,24.0
router-84875df7fc-scxcj-7-74487153-0,10.0
router-84875df7fc-cmkz9-7-66327212-0,11.0
router-84875df7fc-scxcj-3-21967353-0,56.0
router-84875df7fc-52vz8-6-54965233-0,26.0
router-84875df7fc-8n4sw-4-14197835-0,13.0
router-84875df7fc-8n4sw-4-11224974-0,3.0
router-84875df7fc-8n4sw-7-61668491-0,24.0
router-84875df7fc-8n4sw-2-8906562-0,15.0
router-84875df7fc-52vz8-6-52791600-0,42.0
router-84875df7fc-52vz8-6-51891090-0,21.0
router-84875df7fc-52vz8-6-55695720-0,49.0
router-84875df7fc-cmkz9-4-25583317-0,8.0
router-84875df7fc-cmkz9-6-15769939-0,10.0
router-84875df7fc-8n4sw-7-51442097-0,9.0
router-84875df7fc-8n4sw-0-4836118-0,21.0
router-84875df7fc-b5nxc-1-9342598-0,18.0
router-84875df7fc-b5nxc-7-28404696-0,3.0
router-84875df7fc-8n4sw-7-59520264-0,6.0
router-84875df7fc-b5nxc-4-72613340-1,10.0
router-84875df7fc-scxcj-7-70171196-0,32.0
router-84875df7fc-b5nxc-7-28387824-0,27.0
router-84875df7fc-b5nxc-3-9343654-0,11.0
router-84875df7fc-52vz8-6-62130384-0,10.0
router-84875df7fc-scxcj-7-57074306-0,18.0
router-84875df7fc-b5nxc-4-56753536-0,6.0
router-84875df7fc-scxcj-3-29746181-0,17.0
router-84875df7fc-b5nxc-6-11437512-0,7.0
router-84875df7fc-scxcj-0-7519262-0,30.0
router-84875df7fc-cmkz9-2-7406475-0,21.0
router-84875df7fc-b5nxc-5-8467798-0,49.0
router-84875df7fc-b5nxc-3-7994670-0,9.0
router-84875df7fc-cmkz9-4-24922040-0,29.0
router-84875df7fc-52vz8-6-63653865-0,14.0
router-84875df7fc-scxcj-7-57503379-0,15.0
router-84875df7fc-b5nxc-4-66158504-0,26.0
router-84875df7fc-b5nxc-7-23444814-0,41.0
router-84875df7fc-b5nxc-0-4952669-0,60.0
router-84875df7fc-52vz8-4-21886240-0,28.0
router-84875df7fc-8n4sw-7-57989185-0,22.0
router-84875df7fc-52vz8-6-64422248-0,18.0
router-84875df7fc-scxcj-3-27044945-0,46.0
router-84875df7fc-52vz8-3-13286036-0,34.0
router-84875df7fc-8n4sw-6-28521238-0,5.0
router-84875df7fc-scxcj-3-30553957-0,20.0
router-84875df7fc-8n4sw-7-73718050-0,21.0
router-84875df7fc-scxcj-7-68032192-0,5.0
router-84875df7fc-scxcj-7-66433317-0,31.0
router-84875df7fc-cmkz9-7-56400048-0,6.0
router-84875df7fc-cmkz9-7-48574532-0,6.0
router-84875df7fc-52vz8-5-7362868-0,28.0
router-84875df7fc-8n4sw-6-28329554-0,12.0
router-84875df7fc-b5nxc-4-75400904-0,11.0
router-84875df7fc-cmkz9-4-31494686-0,0.0
router-84875df7fc-52vz8-4-30137109-0,12.0
router-84875df7fc-scxcj-3-30805135-0,59.0
router-84875df7fc-52vz8-3-17128119-0,36.0
router-84875df7fc-8n4sw-7-59381322-0,17.0
router-84875df7fc-scxcj-6-13580638-0,20.0
router-84875df7fc-cmkz9-4-30398139-0,14.0
router-84875df7fc-scxcj-3-20262803-0,0.0
router-84875df7fc-cmkz9-7-52021998-0,60.0
router-84875df7fc-52vz8-6-53471482-0,0.0
router-84875df7fc-52vz8-1-8043385-0,2.0
router-84875df7fc-scxcj-7-70210435-0,26.0
router-84875df7fc-b5nxc-1-6902076-0,0.0
router-84875df7fc-scxcj-7-54202175-0,41.0
router-84875df7fc-52vz8-6-62929878-0,23.0
router-84875df7fc-52vz8-6-53979618-0,0.0
router-84875df7fc-52vz8-4-29847262-0,1.0
router-84875df7fc-b5nxc-6-15452237-0,16.0
router-84875df7fc-52vz8-5-8336793-0,7.0
router-84875df7fc-b5nxc-4-52493477-0,21.0
router-84875df7fc-b5nxc-5-11951103-0,22.0
router-84875df7fc-52vz8-7-9865430-0,17.0
router-84875df7fc-b5nxc-7-28169917-0,25.0
router-84875df7fc-8n4sw-2-7474142-0,17.0
router-84875df7fc-cmkz9-4-31290188-0,7.0
router-84875df7fc-8n4sw-3-8920139-0,21.0
router-84875df7fc-8n4sw-3-7215458-0,10.0
router-84875df7fc-cmkz9-6-12344771-0,11.0
router-84875df7fc-scxcj-0-6425532-0,25.0
router-84875df7fc-cmkz9-7-67264787-0,19.0
router-84875df7fc-b5nxc-2-6736676-0,0.0
router-84875df7fc-8n4sw-4-13129972-0,7.0
router-84875df7fc-b5nxc-3-8464104-0,39.0
router-84875df7fc-8n4sw-5-8199944-0,11.0
router-84875df7fc-scxcj-7-51843537-0,11.0
router-84875df7fc-8n4sw-6-28160565-0,24.0
router-84875df7fc-cmkz9-7-49478719-0,15.0
router-84875df7fc-52vz8-3-18015090-0,7.0
router-84875df7fc-scxcj-7-72966614-0,11.0
router-84875df7fc-cmkz9-6-17402633-0,6.0
router-84875df7fc-52vz8-4-28083192-0,14.0
router-84875df7fc-52vz8-7-12554657-0,27.0
router-84875df7fc-52vz8-4-22492326-0,36.0
router-84875df7fc-cmkz9-7-67595307-0,9.0
router-84875df7fc-8n4sw-4-14324690-0,21.0
router-84875df7fc-52vz8-7-8368116-0,23.0
router-84875df7fc-8n4sw-1-6446098-0,38.0
router-84875df7fc-52vz8-4-28842058-0,13.0
router-84875df7fc-cmkz9-1-10077401-0,17.0
router-84875df7fc-52vz8-0-6034394-0,20.0
router-84875df7fc-scxcj-3-21579789-0,19.0
router-84875df7fc-scxcj-3-27201920-0,12.0
router-84875df7fc-8n4sw-7-75810406-0,11.0
router-84875df7fc-8n4sw-6-29267280-0,15.0
router-84875df7fc-scxcj-3-23252595-0,17.0
router-84875df7fc-8n4sw-5-7762917-0,21.0
router-84875df7fc-8n4sw-7-62857428-0,26.0
router-84875df7fc-b5nxc-4-56471318-0,43.0
router-84875df7fc-scxcj-7-70342195-0,12.0
router-84875df7fc-8n4sw-7-63137275-0,29.0
router-84875df7fc-8n4sw-7-51517317-0,44.0
router-84875df7fc-52vz8-0-8452751-0,32.0
router-84875df7fc-cmkz9-2-10592501-0,17.0
router-84875df7fc-52vz8-4-28582830-0,35.0
router-84875df7fc-cmkz9-4-31679213-0,14.0
router-84875df7fc-cmkz9-7-67091940-0,9.0
router-84875df7fc-52vz8-2-6849737-0,40.0
router-84875df7fc-b5nxc-4-59309149-0,18.0
router-84875df7fc-8n4sw-7-51452625-0,60.0
router-84875df7fc-8n4sw-7-73145649-0,5.0
router-84875df7fc-b5nxc-1-7384475-0,21.0
router-84875df7fc-8n4sw-6-30791685-0,25.0
router-84875df7fc-scxcj-7-57780554-0,64.0
router-84875df7fc-8n4sw-3-6458773-0,14.0
router-84875df7fc-scxcj-2-9615292-0,14.0
router-84875df7fc-b5nxc-2-9693406-0,26.0
router-84875df7fc-scxcj-5-9442611-0,21.0
router-84875df7fc-scxcj-2-9183904-0,10.0
router-84875df7fc-8n4sw-2-6723949-0,45.0
router-84875df7fc-52vz8-6-53899942-0,19.0
router-84875df7fc-52vz8-4-23598432-0,1.0
router-84875df7fc-b5nxc-4-70130506-0,18.0
router-84875df7fc-b5nxc-1-6317052-0,12.0
router-84875df7fc-8n4sw-6-25218781-0,17.0
router-84875df7fc-8n4sw-2-9210573-0,3.0
router-84875df7fc-8n4sw-7-61374763-0,13.0
router-84875df7fc-52vz8-6-66672736-0,22.0
router-84875df7fc-b5nxc-4-56030983-0,37.0
router-84875df7fc-b5nxc-4-70186800-0,17.0
router-84875df7fc-cmkz9-7-50364090-0,3.0
router-84875df7fc-scxcj-7-57621569-0,2.0
router-84875df7fc-b5nxc-7-24381790-0,22.0
router-84875df7fc-52vz8-3-18096154-0,29.0
router-84875df7fc-scxcj-4-7643826-0,38.0
router-84875df7fc-8n4sw-7-57900601-0,31.0
router-84875df7fc-cmkz9-1-6909937-0,39.0
router-84875df7fc-8n4sw-7-58679553-0,33.0
router-84875df7fc-cmkz9-7-62440500-0,17.0
router-84875df7fc-52vz8-7-12489041-0,24.0
router-84875df7fc-52vz8-3-17544343-0,0.0
router-84875df7fc-52vz8-6-53472706-0,0.0
router-84875df7fc-b5nxc-4-72579428-0,37.0
router-84875df7fc-52vz8-4-23664907-0,6.0
router-84875df7fc-52vz8-6-55880821-0,50.0
router-84875df7fc-b5nxc-7-21693339-0,21.0
router-84875df7fc-b5nxc-4-65982956-0,11.0
router-84875df7fc-b5nxc-4-52723567-0,20.0
router-84875df7fc-scxcj-7-65525250-0,16.0
router-84875df7fc-b5nxc-4-54846076-0,16.0
router-84875df7fc-52vz8-4-23428716-0,21.0
router-84875df7fc-b5nxc-6-16535567-0,3.0
router-84875df7fc-8n4sw-6-21823781-0,30.0
router-84875df7fc-8n4sw-2-6418232-0,14.0
router-84875df7fc-scxcj-0-8854082-0,21.0
router-84875df7fc-b5nxc-4-71516902-0,7.0
router-84875df7fc-scxcj-3-23582039-0,1.0
router-84875df7fc-b5nxc-4-74572196-0,18.0
router-84875df7fc-scxcj-5-8490355-0,29.0
router-84875df7fc-scxcj-2-10069634-0,24.0
router-84875df7fc-52vz8-5-8122548-0,37.0
router-84875df7fc-scxcj-4-7036039-0,16.0
router-84875df7fc-8n4sw-7-63231958-0,28.0
router-84875df7fc-cmkz9-7-66835456-0,3.0
router-84875df7fc-cmkz9-7-70618791-0,26.0
router-84875df7fc-b5nxc-4-49527551-0,50.0
router-84875df7fc-cmkz9-7-65383466-0,4.0
router-84875df7fc-8n4sw-3-8904972-0,8.0
router-84875df7fc-8n4sw-4-14667178-0,31.0
router-84875df7fc-scxcj-7-67970249-0,26.0
router-84875df7fc-8n4sw-7-58949144-0,13.0
router-84875df7fc-scxcj-2-9220369-0,18.0
router-84875df7fc-52vz8-0-8577374-0,17.0
router-84875df7fc-scxcj-7-53256630-0,0.0
router-84875df7fc-cmkz9-6-15704907-0,3.0
router-84875df7fc-cmkz9-7-48114273-0,33.0
router-84875df7fc-b5nxc-1-8612629-0,12.0
router-84875df7fc-scxcj-5-9465476-0,53.0
router-84875df7fc-8n4sw-7-70014128-0,0.0
router-84875df7fc-8n4sw-7-74535329-0,3.0
router-84875df7fc-cmkz9-4-32369633-0,31.0
router-84875df7fc-b5nxc-1-7208704-0,17.0
router-84875df7fc-scxcj-7-69440339-0,49.0
router-84875df7fc-b5nxc-7-29894866-0,31.0
router-84875df7fc-scxcj-3-23973421-0,36.0
router-84875df7fc-8n4sw-6-29664092-0,13.0
router-84875df7fc-8n4sw-7-71792691-0,19.0
router-84875df7fc-52vz8-4-29161491-0,20.0
router-84875df7fc-8n4sw-7-59356153-0,16.0
router-84875df7fc-52vz8-7-10168828-0,18.0
router-84875df7fc-52vz8-4-23441708-0,31.0
router-84875df7fc-8n4sw-7-75866887-0,21.0
router-84875df7fc-cmkz9-7-54786404-0,5.0
router-84875df7fc-scxcj-7-70937597-0,22.0
router-84875df7fc-8n4sw-7-53837782-0,12.0
router-84875df7fc-cmkz9-3-9117765-0,18.0
router-84875df7fc-b5nxc-5-9105279-0,26.0
router-84875df7fc-scxcj-6-13330776-0,19.0
router-84875df7fc-scxcj-7-55319923-0,23.0
router-84875df7fc-52vz8-4-24631101-0,5.0
router-84875df7fc-b5nxc-1-9036613-0,12.0
